id,level,display_name,llm_annotation
C2776425165,4,Synkinesis,Medicine
C2776112939,3,Base of skull,Medicine
C12688097,5,MOS-controlled thyristor,Engineering
C2993552190,3,Market definition,Economics
C45549533,4,Texas Instruments DaVinci,Engineering
C2779498785,2,Public value,Political science
C2781003539,3,Descemet's membrane,Medicine
C2779543999,3,Acetochlor,Chemistry
C122383733,2,Approximation error,Mathematics
C139503435,3,Double recursion,Computer science
C100808899,3,Set cover problem,Computer science
C152091265,4,Delta cell,Medicine
C2779873696,3,Pityriasis rubra pilaris,Medicine
C2780038584,2,Galliformes,Biology
C2777457970,3,Mental toughness,Psychology
C2779794324,2,App store,Computer science
C54809848,4,Meiotic drive,Biology
C2777609351,2,Sequela,Medicine
C5399437,2,American literature,Art
C3017807761,4,Joint disease,Medicine
C2780375159,3,Scarabaeinae,Biology
C85940911,4,Fiqh,Philosophy
C2993183510,2,Active oxygen,Chemistry
C2778952445,4,Feral cat,Biology
C2778157309,3,Forge,Engineering
C63401691,3,Hobbing,Engineering
C2910755090,3,Cardiac Rupture,Medicine
C2910546076,4,Second-Degree Burn,Medicine
C2776861820,4,Proxy re-encryption,Computer science
C3019973666,3,Nurse educator,Medicine
C2776550738,4,Bronchial thermoplasty,Medicine
C97090092,3,Gain scheduling,Engineering
C204304583,4,Executive information system,Computer science
C2993759428,3,Niger delta,Geography
C2776071262,4,Manduca,Biology
C24730887,4,Loop heat pipe,Engineering
C2910686401,3,Thrombelastography,Medicine
C155231867,4,Schmidt number,Engineering
C2776671899,2,Optimal maintenance,Engineering
C48460631,2,Load testing,Computer science
C2776552150,5,Digoxigenin,Biology
C2986165187,3,Autistic spectrum disorder,Psychology
C2777302077,3,Market portfolio,Economics
C2776470464,2,Micromanipulator,Engineering
C2775946201,4,Dysgraphia,Psychology
C2780269026,2,Tranilast,Medicine
C2780929046,3,Iodixanol,Medicine
C2776362682,3,Single sign-on,Computer science
C2777512022,5,Pegaptanib,Medicine
C515488857,4,Financial cryptography,Computer science
C2779927807,3,Halibut,Biology
C64834810,5,Weibull fading,Engineering
C2779751288,3,Eosin,Chemistry
C2908932708,2,Heart-Lung Machine,Medicine
C48217996,4,Microsaccade,Psychology
C504595227,2,Engineered wood,Materials science
C2776230367,2,Representation theorem,Mathematics
C2776504411,5,Rauwolscine,Chemistry
C119249163,2,Felling,Environmental science
C2778037500,5,Enfuvirtide,Medicine
C2779399600,3,Paraphilia,Psychology
C2776089235,3,Municipal bond,Economics
C48900799,3,Doubling time,Mathematics
C2776185287,2,Cervicitis,Medicine
C2777568990,4,Methionine sulfoxide,Chemistry
C71151206,5,Component-based usability testing,Computer science
C2777463211,3,Carbenium ion,Chemistry
C2780471426,3,Pancreatic injury,Medicine
C2777731756,4,Vesicular acetylcholine transporter,Biology
C2776104367,4,Homomeric,Biology
C126233035,3,Chip-scale package,Engineering
C2776810005,2,Disability studies,Sociology
C2779295440,4,MMP3,Biology
C24259465,3,Chemical similarity,Chemistry
C79626270,4,Surface second harmonic generation,Physics
C2781101655,3,Refeeding syndrome,Medicine
C2778447024,2,Hertz,Physics
C2777736838,3,Pink bollworm,Biology
C2779700847,2,Countdown,Computer science
C2911037189,3,Cobalt ferrite,Materials science
C19473024,4,Reversed electrodialysis,Engineering
C41690226,3,Animal cognition,Psychology
C78285338,2,Materials management,Business
C2780662933,4,Proteus vulgaris,Biology
C540791928,3,Professional studies,Business
C2776712485,4,Dodecylbenzene,Chemistry
C2778804639,4,Dandelion,Biology
C2910455041,4,Severe Malaria,Medicine
C27850374,5,Enterprise relationship management,Business
C2780724357,2,Lemna,Biology
C2776061162,3,Ornaments,Art
C113513581,2,Exclusive economic zone,Political science
C2778412681,4,Interactional justice,Psychology
C2780107210,3,Cyclooctane,Chemistry
C118211362,3,Maximal ideal,Mathematics
C93953391,2,Projectile point,History
C2778485902,4,Crystalluria,Medicine
C92706935,3,Viral transformation,Biology
C177407944,4,Widom scaling,Physics
C2988867146,3,Human disease,Medicine
C2909689315,4,Low sodium diet,Medicine
C86338984,3,General Packet Radio Service,Engineering
C156423089,2,Colorimeter,Chemistry
C37600318,4,Kringle domain,Biology
C2779821363,3,Containerization,Engineering
C2780066241,2,Cordycepin,Medicine
C2776681766,3,Egg lecithin,Chemistry
C2908748658,4,Hyperglucagonemia,Medicine
C2910457203,2,Distal interphalangeal joint,Medicine
C2781436544,4,Bipolaron,Physics
C91394840,4,Double negative,Philosophy
C2780780826,2,Potassium bromide,Chemistry
C2994199306,2,National guard,Political science
C2777736865,3,DYRK1A,Biology
C134215751,2,Professional association,Business
C196083917,5,Min entropy,Mathematics
C2778049125,2,LEVIATHAN (cipher),Computer science
C3019165603,5,Antiretroviral treatment,Medicine
C177825189,3,Electrical brain stimulation,Medicine
C2991886518,3,Gossypium barbadense,Biology
C2780929364,3,Ranavirus,Biology
C2778267616,2,Hardened steel,Materials science
C171051901,5,Self-clocking signal,Computer science
C2909919656,5,Placenta Diseases,Medicine
C2777212292,5,Rickettsia conorii,Biology
C15190224,4,Accession number (library science),Computer science
C2777450936,3,Laminaria,Biology
C2777386880,5,Chain of survival,Medicine
C73340581,5,Focused crawler,Computer science
C2776499504,3,Artificial reef,Environmental science
C94239619,2,Dodecahedron,Mathematics
C2776750431,5,p14arf,Biology
C78344899,4,Modal operator,Philosophy
C2780153877,3,Enthesopathy,Medicine
C2775876007,4,Phenprocoumon,Medicine
C151211776,3,Video capture,Computer science
C69721887,2,FLAGS register,Computer science
C29912722,2,Econophysics,Physics
C2910122790,3,Hearing problems,Medicine
C2776628375,3,Back end of line,Engineering
C2776962008,4,Infant nutrition,Medicine
C24296071,3,Circle-valued Morse theory,Mathematics
C195740040,2,Geoprocessing,Geography
C2778570275,4,Hydrodenitrogenation,Chemistry
C55450435,4,Perisinusoidal space,Medicine
C183617614,3,Over-the-horizon radar,Engineering
C2779754220,4,Dammarane,Chemistry
C81146079,4,Risk management information systems,Business
C2779072331,4,Visual cryptography,Computer science
C2776330499,4,Three-spined stickleback,Biology
C138807605,5,Vector sum excited linear prediction,Computer science
C126909462,3,Embarrassingly parallel,Computer science
C204911207,2,Generating function,Mathematics
C2984870255,2,User engagement,Computer science
C39176672,4,Zonal spherical harmonics,Mathematics
C2775897365,3,Triethanolamine,Chemistry
C2780910195,2,Psychology of religion,Psychology
C2781084986,2,Hollandite,Geology
C2779454560,3,Aureobasidium pullulans,Biology
C73688673,5,Fixed income arbitrage,Economics
C74649582,3,Internal ballistics,Physics
C2776443887,2,Pessary,Medicine
C2776977394,2,Pyrroline,Chemistry
C2778860618,2,Goodwill,Business
C169710862,3,Physical culture,Sociology
C3019035139,3,Thromboembolic disease,Medicine
C2776364656,3,Fenitrothion,Chemistry
C3019590667,5,Narcotic antagonist,Medicine
C44128863,4,Cyclotron radiation,Physics
C2910096961,4,Undifferentiated Pleomorphic Sarcoma,Medicine
C192441466,4,Static light scattering,Physics
C2908805171,2,Sweet Syndrome,Medicine
C20326153,3,Nonuniform sampling,Mathematics
C2909127448,4,Nodose Ganglion,Medicine
C2776077705,3,Pheidole,Biology
C105513272,3,Planar projection,Mathematics
C2984703750,3,Emergency planning,Engineering
C94103152,4,OASIS SOA Reference Model,Computer science
C2781052440,3,Aegirine,Geology
C40261086,5,IEEE 802.11w-2009,Engineering
C54531595,2,Dualism,Philosophy
C153353860,5,Symbol of a differential operator,Mathematics
C195729132,5,Specific storage,Geology
C30975014,3,Carroll rearrangement,Chemistry
C36494176,5,Local hidden variable theory,Physics
C132577290,3,Flight management system,Engineering
C68827188,2,Inverse trigonometric functions,Mathematics
C146880194,2,Computational finance,Computer science
C52704855,2,Elliptic integral,Mathematics
C2781133459,3,Brachydactyly,Medicine
C2780385752,3,High endothelial venules,Medicine
C93613221,3,Intangible property,Business
C2779105634,3,Enterocutaneous fistula,Medicine
C75578959,5,Walker motifs,Biology
C104138954,3,Directional sound,Physics
C168646106,4,Tribocorrosion,Materials science
C2778113962,2,Slit lamp,Medicine
C2779943223,4,Sarcosine,Chemistry
C94137725,3,Link budget,Engineering
C171199030,4,Holomorphic functional calculus,Mathematics
C170124329,4,Non-abelian group,Mathematics
C2778523140,4,Microwave chemistry,Chemistry
C46717995,5,Quality of analytical results,Chemistry
C2781097277,3,Tyrosinemia,Medicine
C2779808985,4,Parametrium,Medicine
C3019662062,4,Behavioral sensitization,Psychology
C2992129184,2,Environmental flow,Environmental science
C2781225429,4,Glycine soja,Biology
C2992902817,4,Mathematics curriculum,Mathematics
C203083617,3,Family aggregation,Medicine
C119200878,5,Post's inversion formula,Mathematics
C2777387402,4,Artificial ventilation,Medicine
C2780486903,4,Ethionine,Chemistry
C30795975,2,Obsolescence,Economics
C30186851,4,Media linguistics,Sociology
C207170983,3,Compounds of carbon,Chemistry
C41994538,2,Pressure coefficient,Physics
C17504453,2,Image intensifier,Physics
C2776214698,2,Osteochondrosis,Medicine
C3020766300,3,Ultrasound treatment,Medicine
C124416688,3,Mutual recursion,Computer science
C163895629,2,Cytoarchitecture,Biology
C2781121529,2,Self-interest,Economics
C2992075096,3,Urban green space,Environmental science
C185020186,5,Emergent curriculum,Psychology
C2778767757,4,Gender and development,Sociology
C177800056,3,Flammability limit,Chemistry
C12966116,5,Flash boiler,Engineering
C39943821,2,Semimartingale,Mathematics
C2994553857,2,Atmospheric emissions,Environmental science
C2779675693,4,Maximum Residue Limit,Environmental science
C63847988,2,Ecological psychology,Psychology
C71931279,5,Nuclear receptor co-repressor 1,Biology
C2983449737,2,Clinical diagnosis,Medicine
C175207232,5,Nice model,Physics
C2776031354,2,Choice architecture,Psychology
C2776356274,4,Peer education,Sociology
C187566844,5,Cystathionine gamma-lyase,Biology
C2780411076,3,Fluent,Psychology
C2778357065,2,Prudence,Philosophy
C2778045333,3,Computer-generated holography,Computer science
C2987719587,4,Leakage power,Engineering
C2779332521,2,Legibility,Art
C2779623528,2,Multiset,Mathematics
C2779381500,5,Endocervical curettage,Medicine
C2993652001,3,Hepatocellular cancer,Medicine
C3017597547,2,Cell size,Biology
C2776166919,5,Dimaprit,Medicine
C2779570334,3,Protopine,Chemistry
C2910692049,5,Mesorectum,Medicine
C13600138,3,Petabyte,Computer science
C3018159618,2,Dry heat,Chemistry
C2909546586,4,Hemicolectomy,Medicine
C166550679,3,Gaussian network model,Mathematics
C2780948618,4,Extended amygdala,Medicine
C2781430460,2,Chromoblastomycosis,Medicine
C198098250,2,Forest gardening,Environmental science
C22716491,5,Clock gating,Computer science
C96345733,4,Standard electrode potential,Chemistry
C3018553130,3,Bed nets,Medicine
C93103318,4,Real Time Kinematic,Engineering
C107006841,3,BCL10,Biology
C2780860837,3,Epidermolytic hyperkeratosis,Medicine
C2777482282,2,Acridone,Chemistry
C2778373050,2,Clinical pathway,Medicine
C2781028384,4,Perna perna,Biology
C2778659605,4,Simazine,Chemistry
C2776415041,3,Sinapis,Biology
C2777000465,4,Parapneumonic effusion,Medicine
C2909521713,3,Arthrogryposis multiplex congenita,Medicine
C2909748322,4,Inosine monophosphate,Chemistry
C95570890,2,Textual criticism,History
C2984342911,3,Drainage network,Geography
C76835800,5,Cauchy's convergence test,Mathematics
C47527751,3,Free product,Mathematics
C2778532077,3,End organ damage,Medicine
C152913119,4,Trophic state index,Environmental science
C2776056051,2,FAUST,Philosophy
C2780330700,2,Drospirenone,Medicine
C82553315,5,MASP1,Medicine
C2779621748,2,Carr,Geography
C2780440420,4,Cinnamyl alcohol,Chemistry
C186844356,4,Connection-oriented Ethernet,Computer science
C40683218,4,Dependency theory (database theory),Computer science
C190475667,3,Political radicalism,Political science
C2779297532,2,Intercostal nerves,Medicine
C2993709057,3,Liver toxicity,Medicine
C132878287,3,Inverse Gaussian distribution,Mathematics
C2777637070,5,Toremifene,Medicine
C2778419888,3,Industrial property,Business
C39259695,4,Program assurance,Computer science
C2780900081,4,Serine hydrolase,Biology
C32414821,4,Femtochemistry,Chemistry
C2776188103,4,Negative priming,Psychology
C97145343,5,Algebraic differential equation,Mathematics
C2775987729,3,Green-light,Business
C2776197502,3,Ehrlich ascites carcinoma,Medicine
C190204305,3,Enthalpy of sublimation,Chemistry
C2781111424,2,Gigantea,Biology
C2776161486,2,Red rice,Biology
C2909076160,3,Coronary vasodilator,Medicine
C2781421780,4,Acetohydroxamic acid,Chemistry
C3018457394,5,Antiretroviral drug,Medicine
C2776474481,2,Corporal punishment,Sociology
C2780146352,2,Physicist,Physics
C2777995107,3,Exceptionalism,Political science
C2909104349,3,Thoracic outlet,Medicine
C62126871,5,Liouville field theory,Physics
C78261793,3,Rockslide,Geology
C2777619780,3,Circumventricular organs,Medicine
C2781132042,2,Benzazepine,Chemistry
C3018687963,4,Video laryngoscope,Medicine
C3020698628,3,Hyperfine coupling,Physics
C2779941686,3,Myograph,Medicine
C3017774372,5,H1n1 pandemic,Medicine
C2775933503,4,Farnesyl diphosphate synthase,Biology
C2781086688,2,Regional innovation system,Economics
C2776927521,2,Pursuer,Psychology
C2777996421,2,Opiliones,Biology
C2781159505,2,Cystamine,Chemistry
C3019433489,2,Career path,Business
C3019108329,2,Movement control,Medicine
C56828936,4,Sylvester's law of inertia,Mathematics
C2779088118,3,Radiofrequency thermocoagulation,Medicine
C2778003068,4,TRIGA,Engineering
C2780614964,2,Crunch,Computer science
C13918539,3,Obligate anaerobe,Biology
C2777649605,2,Mycobiota,Biology
C2780186721,4,Schlemm's canal,Medicine
C139505817,4,Gaussian binomial coefficient,Mathematics
C2890095,4,Unbounded operator,Mathematics
C2778708355,3,Health Survey for England,Medicine
C95982191,3,Market neutral,Economics
C193614536,3,Poynting vector,Physics
C2983134815,3,World trade center,Business
C2780096503,5,Hydroxyl-terminated polybutadiene,Materials science
C2992474371,2,Group counseling,Psychology
C2910425110,4,Lemna gibba,Biology
C2908742984,3,Taste disorder,Medicine
C2778214614,2,Korean Native,Sociology
C201980515,4,IP address management,Computer science
C2777559213,3,Anthonomus,Biology
C193451744,2,Thermodynamic temperature,Physics
C2777486011,2,Dytiscidae,Biology
C3018469783,2,English as a second language,Sociology
C2777851884,4,Breast cancer awareness,Medicine
C3020352339,2,Posterior wall,Medicine
C2989058681,2,Motor impairment,Medicine
C54089160,4,Power engineering,Engineering
C2909131395,3,Round Ligament,Medicine
C170122806,2,Linear scale,Mathematics
C2779029474,2,Legal certainty,Political science
C2777756477,4,Separation anxiety disorder,Psychology
C2776703688,3,Clubroot,Biology
C2781419993,3,Tegaserod,Medicine
C84525096,3,Cryptovirology,Computer science
C2909117068,3,American alligator,Biology
C2776509742,5,Halobacteriaceae,Biology
C2780199185,4,Milnacipran,Medicine
C2777697715,3,Ceramiales,Biology
C2777174735,4,CLPB,Biology
C2908589346,5,Smallpox virus,Medicine
C2777341132,2,Medical library,Medicine
C2776028358,4,Hemozoin,Medicine
C198104137,2,Communication source,Sociology
C2777917907,3,Hay fever,Medicine
C2781441424,5,Megachilidae,Biology
C3019566124,2,Protein detection,Biology
C2777661767,5,Miscanthus sinensis,Biology
C2778891631,3,Basionym,Biology
C14969097,4,Coulomb wave function,Physics
C2776690351,3,Fieldbus,Engineering
C2909886269,4,Coronary angiogram,Medicine
C2908607901,4,Scedosporium apiospermum,Biology
C2777575432,2,Bird migration,Biology
C2992912288,4,Pressure sensitive,Materials science
C2780733764,4,Triple test,Medicine
C30417494,5,FLAG-tag,Biology
C2780242733,4,Hybrid plasmid,Biology
C2779317121,2,Cuscuta,Biology
C2781381406,4,TGF beta 1,Biology
C2780406733,3,Ancylostoma caninum,Biology
C2777080836,3,Haddock,Biology
C2781336979,2,Colour Vision,Biology
C3018541784,2,Gas analysis,Chemistry
C2777734200,3,Crossed molecular beam,Physics
C2781302075,2,Clementine (nuclear reactor),Engineering
C65293783,4,Archaeomagnetic dating,Geology
C2776125444,3,Mescaline,Chemistry
C2781255760,3,Limited English proficiency,Sociology
C2776323365,2,Taboo,Sociology
C2777903452,3,Coumaric acid,Chemistry
C2992260634,3,Air filtration,Engineering
C2781345968,3,Vermiform,Biology
C2780615885,3,Agile manufacturing,Business
C2778878509,3,Coriandrum,Biology
C2779188306,3,Sideroblastic anemia,Medicine
C151431374,4,Saturation velocity,Physics
C2780460740,2,Jackal,Biology
C200657195,3,Thermal grease,Materials science
C2780045450,3,Malignant meningioma,Medicine
C2910768159,5,Fimbriae Proteins,Biology
C3017460644,4,Term pregnancy,Medicine
C2908594466,3,Mandibular molar,Medicine
C139489369,2,Structural similarity,Computer science
C2777289206,2,Rodenticide,Chemistry
C2778308277,2,21st century skills,Sociology
C174819683,4,Additive Schwarz method,Mathematics
C204763055,3,Coexistence theory,Biology
