display_name,gpt-4o,claude-3-5-sonnet-20241022,grok-2-1212,gemini-2.0-flash-exp,llama-3.1-nemotron-70b-instruct,majority_vote,confidence,in_model
Wound healing,14,14,14,14,14,14,1.0,True
Ropivacaine,14,14,14,14,14,14,1.0,True
o-Xylene,4,4,4,4,4,4,1.0,True
Angioma,14,14,14,14,14,14,1.0,True
Single-machine scheduling,5,5,5,5,7,5,0.8,True
Truebeam,14,14,14,14,14,14,1.0,True
Leadership development,3,3,3,18,18,3,0.6,True
Therapeutic drug monitoring,14,14,14,14,14,14,1.0,True
Curse,11,19,15,19,11,11,0.4,True
Parathyroid adenoma,14,14,14,14,14,14,1.0,True
Brill,2,2,2,2,11,2,0.8,True
Expansion chamber,7,7,7,7,7,7,1.0,True
Anthocoridae,2,2,2,2,2,2,1.0,True
Non-Hispanic whites,19,19,19,19,19,19,1.0,True
Benzbromarone,14,14,14,14,14,14,1.0,True
Pinus roxburghii,2,2,2,2,2,2,1.0,True
Business opportunity,3,3,3,3,3,3,1.0,True
Usher syndrome,14,14,14,14,14,14,1.0,True
Alprenolol,14,14,14,14,14,14,1.0,True
Hormone therapy,14,14,14,14,14,14,1.0,True
Bottom water,8,9,10,9,8,8,0.4,True
Conifold,16,13,13,13,13,13,0.8,True
Barbital,14,14,14,14,14,14,1.0,True
Travoprost,14,14,14,14,14,14,1.0,True
Omethoate,4,4,4,4,4,4,1.0,True
Polysemy,15,15,15,15,15,15,1.0,True
Genital ulcer,14,14,14,14,14,14,1.0,True
Interferon gamma release assay,14,14,14,14,14,14,1.0,True
Demonstrative,15,15,15,15,15,15,1.0,True
Beaked whale,2,2,2,2,2,2,1.0,True
Cocaine and amphetamine regulated transcript,14,2,2,14,14,14,0.6,True
Project finance,3,3,3,3,6,3,0.8,True
Nude mouse,2,2,2,2,14,2,0.8,True
Globus pallidus,14,2,14,14,14,14,0.8,True
Catholic theology,15,15,15,15,15,15,1.0,True
Altruism (biology),2,2,2,2,2,2,1.0,True
Acrodermatitis enteropathica,14,14,14,14,14,14,1.0,True
Calcimimetic,14,14,14,14,14,14,1.0,True
Casuistry,15,15,15,15,15,15,1.0,True
Methacrylonitrile,4,4,4,4,4,4,1.0,True
Odontogenic cyst,14,14,14,14,14,14,1.0,True
Glycerol kinase,4,2,2,2,14,2,0.6,True
Anagrams,1,1,13,13,13,13,0.6,True
Saxagliptin,14,14,14,14,14,14,1.0,True
Sexual medicine,14,14,14,14,14,14,1.0,True
Tachycardia,14,14,14,14,14,14,1.0,True
Cystic artery,14,14,14,14,14,14,1.0,True
Affinities,4,4,18,4,16,4,0.6,True
HES1,2,2,2,2,14,2,0.8,True
Tertiary referral hospital,14,14,14,14,14,14,1.0,True
Rhodnius,2,2,2,2,2,2,1.0,True
Primary tumor,14,14,14,14,14,14,1.0,True
Tympanometry,14,14,14,14,14,14,1.0,True
Iodate,4,4,4,4,4,4,1.0,True
Sire,2,2,2,11,2,2,0.8,True
Pantoea agglomerans,2,2,2,2,2,2,1.0,True
Azelaic acid,4,4,4,4,14,4,0.8,True
Scintimammography,14,14,14,14,14,14,1.0,True
Journey to work,9,9,9,9,19,9,0.8,True
Myocardin,14,2,2,14,14,14,0.6,True
Unknot,13,13,13,13,13,13,1.0,True
Closterovirus,2,2,2,2,14,2,0.8,True
Tetrabromobisphenol A,4,4,4,4,4,4,1.0,True
Dental floss,14,14,14,14,14,14,1.0,True
Odontogenic myxoma,14,14,14,14,14,14,1.0,True
Wafer-level packaging,7,7,7,7,7,7,1.0,True
Losartan,14,14,14,14,14,14,1.0,True
Keyword extraction,5,5,5,5,5,5,1.0,True
Stochastic quantization,16,16,16,16,16,16,1.0,True
Nial,5,5,5,11,5,5,0.8,True
Disability pension,6,19,19,17,17,19,0.4,True
Accident (philosophy),15,15,15,15,15,15,1.0,True
Broiler,2,2,2,2,7,2,0.8,True
AdS black hole,16,16,16,16,16,16,1.0,True
Chemical resistance,4,12,12,12,12,12,0.8,True
Mandibular symphysis,2,14,14,14,14,14,0.8,True
Edoxaban,14,14,14,14,14,14,1.0,True
Helicene,4,4,4,4,4,4,1.0,True
Merkel cell,14,2,2,14,14,14,0.6,True
Opt-out,3,3,3,17,5,3,0.6,True
Potassium carbonate,4,4,4,4,4,4,1.0,True
Eyewitness memory,18,18,18,18,18,18,1.0,True
Sarin,4,4,4,4,4,4,1.0,True
Prodrome,14,14,14,14,14,14,1.0,True
Movement protein,2,2,2,2,2,2,1.0,True
Original meaning,15,15,15,15,15,15,1.0,True
Nationalist Movement,17,17,17,17,17,17,1.0,True
Caspase 12,2,2,2,2,14,2,0.8,True
Xylose,4,4,4,4,4,4,1.0,True
Intention tremor,14,14,14,14,14,14,1.0,True
Legionnaires' disease,14,14,14,14,14,14,1.0,True
Locked-in syndrome,14,14,14,14,14,14,1.0,True
Gallate,4,4,4,4,4,4,1.0,True
Oath,17,17,15,17,15,17,0.6,True
Current-mode logic,7,7,7,7,7,7,1.0,True
Nitrilase,2,2,2,4,4,2,0.6,True
Posterior pituitary,14,2,14,14,14,14,0.8,True
Geldanamycin,4,14,4,14,14,14,0.6,True
Essential spectrum,13,13,13,13,13,13,1.0,True
Ramsar site,8,8,8,8,8,8,1.0,True
Landmark,9,9,9,9,9,9,1.0,True
Auditory cortex,2,2,14,2,14,2,0.6,True
Truncus arteriosus,14,14,14,14,14,14,1.0,True
Dry gas,4,7,4,7,4,4,0.6,True
Sulfolane,4,4,4,4,4,4,1.0,True
V band,16,7,16,16,16,16,0.8,True
Totem,19,19,19,19,11,19,0.8,True
Small GTPase,2,2,2,2,2,2,1.0,True
Microcystin-LR,4,4,4,4,14,4,0.8,True
Phenyl group,4,4,4,4,4,4,1.0,True
Tropoelastin,2,2,2,2,14,2,0.8,True
Stock market,3,6,6,6,6,6,0.8,True
High entropy alloys,12,12,12,12,12,12,1.0,True
Inferior epigastric artery,14,14,14,14,14,14,1.0,True
Relations of production,6,6,6,6,19,6,0.8,True
Constitutional right,17,17,17,17,17,17,1.0,True
Calcium silicate,12,12,12,4,12,12,0.8,True
Infundibulum,14,2,2,14,14,14,0.6,True
Emergency vehicle,7,7,7,7,7,7,1.0,True
PlanetLab,5,5,5,5,5,5,1.0,True
Parasitic disease,14,14,14,14,14,14,1.0,True
Alveolar mucosa,14,14,14,14,14,14,1.0,True
Ribitol,4,4,4,4,4,4,1.0,True
Surrender,11,11,15,17,17,11,0.4,True
Postcolonialism (international relations),17,17,17,17,17,17,1.0,True
Biorefinery,8,7,8,7,7,7,0.6,True
Dynein ATPase,2,2,2,2,2,2,1.0,True
Bixbyite,10,10,10,10,10,10,1.0,True
Capacitation,2,2,2,2,14,2,0.8,True
LED display,7,7,7,7,7,7,1.0,True
Diethylenetriamine,4,4,4,4,4,4,1.0,True
Ovarian cyst,14,14,14,14,14,14,1.0,True
Membrane electrode assembly,7,7,7,7,7,7,1.0,True
Hypergonadotropic hypogonadism,14,14,14,14,14,14,1.0,True
Fucosidase,2,2,2,2,14,2,0.8,True
Perlite,10,12,10,10,10,10,0.8,True
Methylcholanthrene,4,4,4,4,4,4,1.0,True
Annonaceae,2,2,2,2,2,2,1.0,True
Dalbergia,2,2,2,2,2,2,1.0,True
Kidney transplantation,14,14,14,14,14,14,1.0,True
Elephantiasis,14,14,14,14,14,14,1.0,True
Myotonia,14,14,14,14,14,14,1.0,True
Shallow donor,16,16,16,16,16,16,1.0,True
Levodopa,14,14,14,14,14,14,1.0,True
Iron-based superconductor,16,16,16,16,16,16,1.0,True
Unison,1,1,1,1,5,1,0.8,True
Factitious disorder,14,18,18,18,18,18,0.8,True
Cultural pluralism,19,19,19,19,19,19,1.0,True
Bifidobacterium,2,2,2,2,2,2,1.0,True
Folate receptor,14,2,2,2,14,2,0.6,True
Mycosphaerella graminicola,2,2,2,2,2,2,1.0,True
Viscum album,2,2,2,2,2,2,1.0,True
Poloxamer 407,4,12,4,4,4,4,0.8,True
Creatinine,14,14,14,14,14,14,1.0,True
Rilmenidine,14,14,14,14,14,14,1.0,True
Spondylolysis,14,14,14,14,14,14,1.0,True
Cosmos (plant),2,2,2,2,2,2,1.0,True
Phosphoserine,4,2,4,4,4,4,0.8,True
Primary motor cortex,14,2,14,14,14,14,0.8,True
Sawdust,12,12,12,12,12,12,1.0,True
Arson,11,19,19,19,17,19,0.6,True
Calcification,2,2,14,2,14,2,0.6,True
Tannin,4,4,4,4,4,4,1.0,True
Mental nerve,14,14,14,14,14,14,1.0,True
Chlormequat,4,4,4,4,4,4,1.0,True
Video editing,1,1,5,5,5,5,0.6,True
Supercluster (genetic),2,2,2,2,2,2,1.0,True
Cyclothems,10,10,10,10,10,10,1.0,True
Imperfect,11,14,15,15,15,15,0.6,True
Endothelium-derived relaxing factor,14,14,14,14,14,14,1.0,True
Passion,18,18,18,18,18,18,1.0,True
Time trial,7,17,7,16,7,7,0.6,True
Ageratum conyzoides,2,2,2,2,2,2,1.0,True
Monodromy matrix,13,13,13,13,13,13,1.0,True
IMes,4,5,4,4,4,4,0.8,True
Myriophyllum,2,2,2,2,2,2,1.0,True
Polyacrylic acid,4,4,4,4,4,4,1.0,True
Manduca sexta,2,2,2,2,2,2,1.0,True
Head (geology),10,10,10,10,10,10,1.0,True
Effects of cannabis,14,14,14,14,14,14,1.0,True
Guglielmi detachable coil,14,14,14,14,14,14,1.0,True
Aeromonas,2,2,2,2,2,2,1.0,True
Tax haven,6,6,6,6,6,6,1.0,True
Sparidae,2,2,2,2,2,2,1.0,True
Labyrinth seal,7,7,7,7,7,7,1.0,True
Hypocreales,2,2,2,2,2,2,1.0,True
MINOS,16,5,16,16,16,16,0.8,True
Cardiac syndrome X,14,14,14,14,14,14,1.0,True
Bronchus,14,2,14,2,14,14,0.6,True
Azole,4,4,4,4,4,4,1.0,True
Whiteboard,3,3,7,7,7,7,0.6,True
Giant Virus,2,2,2,2,2,2,1.0,True
Optic radiation,14,14,14,14,14,14,1.0,True
Lactic acidosis,14,14,14,14,14,14,1.0,True
Neurological disorder,14,14,14,14,14,14,1.0,True
Epoch (astronomy),16,16,16,16,16,16,1.0,True
Histoplasmosis,14,14,14,14,14,14,1.0,True
Work experience,3,3,3,3,3,3,1.0,True
Brick and mortar,3,3,3,3,3,3,1.0,True
Impulsivity,18,18,18,18,18,18,1.0,True
Cryptomeria,2,2,2,2,2,2,1.0,True
Bromocresol green,4,4,4,4,4,4,1.0,True
Weight gain,14,2,14,14,14,14,0.8,True
Loanword,11,19,19,19,11,19,0.6,True
Anisotropy energy,16,16,16,16,16,16,1.0,True
21-Hydroxylase,14,14,14,14,14,14,1.0,True
Tradescantia,2,2,2,2,2,2,1.0,True
Supercontinent,10,10,10,10,10,10,1.0,True
Parthenolide,4,4,4,4,4,4,1.0,True
Parietal bone,14,14,14,14,14,14,1.0,True
Sleep study,14,14,14,14,14,14,1.0,True
Peace treaty,11,17,17,17,17,17,0.8,True
Adsorptive stripping voltammetry,4,4,4,4,4,4,1.0,True
Passive house,8,7,8,7,7,7,0.6,True
Personal life,19,19,19,19,19,19,1.0,True
Panicum virgatum,2,2,2,2,2,2,1.0,True
Cervus,2,2,2,2,2,2,1.0,True
River morphology,9,9,9,9,10,9,0.8,True
Overshoot (microwave communication),7,7,7,7,7,7,1.0,True
c-Fos,2,2,2,2,14,2,0.8,True
Metformin,14,14,14,14,14,14,1.0,True
Esophageal disease,14,14,14,14,14,14,1.0,True
Mass society,19,19,19,19,19,19,1.0,True
Butachlor,4,4,4,4,4,4,1.0,True
Acaridae,2,2,2,2,2,2,1.0,True
Hepatic encephalopathy,14,14,14,14,14,14,1.0,True
Cancer staging,14,14,14,14,14,14,1.0,True
Schizoaffective disorder,14,14,18,18,18,18,0.6,True
Triturus,2,2,2,2,2,2,1.0,True
Enlightenment,11,15,15,15,15,15,0.8,True
Cyprinus,2,2,2,2,2,2,1.0,True
Angioplasty,14,14,14,14,14,14,1.0,True
Hypoplasia,14,14,14,14,14,14,1.0,True
Norleucine,4,4,4,4,4,4,1.0,True
Dipstick,7,7,7,4,7,7,0.8,True
Embryonal carcinoma,14,14,14,14,14,14,1.0,True
Partial element equivalent circuit,7,7,7,7,7,7,1.0,True
Multisensory integration,18,18,18,18,18,18,1.0,True
Science policy,17,17,17,17,17,17,1.0,True
Functional Independence Measure,14,14,14,14,14,14,1.0,True
Weyl semimetal,16,16,16,16,16,16,1.0,True
Rickettsia prowazekii,2,2,2,14,14,2,0.6,True
Fused deposition modeling,7,7,7,7,7,7,1.0,True
Acinic cell carcinoma,14,14,14,14,14,14,1.0,True
ATG12,2,2,2,2,14,2,0.8,True
Pelvic tilt,14,14,14,14,14,14,1.0,True
Regular ring,13,13,13,13,13,13,1.0,True
Ultrasonic machining,7,7,7,7,7,7,1.0,True
Lyso-,2,2,2,2,14,2,0.8,True
Proof mass,16,16,16,16,16,16,1.0,True
Sensillum,2,2,2,2,2,2,1.0,True
Visual modeling,5,5,5,5,5,5,1.0,True
Drospirenone,14,14,14,14,14,14,1.0,True
Terephthalic acid,4,4,4,4,4,4,1.0,True
UniGene,2,2,2,2,2,2,1.0,True
Energy modeling,7,7,7,7,7,7,1.0,True
Diatraea saccharalis,2,2,2,2,2,2,1.0,True
Crotalus,2,2,2,2,2,2,1.0,True
Insulin-degrading enzyme,2,2,14,14,14,14,0.6,True
Tea garden,9,8,9,9,8,9,0.6,True
Uniparental disomy,14,2,14,14,14,14,0.8,True
Candidacy,17,17,17,17,17,17,1.0,True
Vandetanib,14,14,14,14,14,14,1.0,True
Splenic artery,14,14,14,14,14,14,1.0,True
Service-learning,19,19,19,19,19,19,1.0,True
Spirometry,14,14,14,14,14,14,1.0,True
Free cash flow,3,3,3,6,6,3,0.6,True
Pediatric urology,14,14,14,14,14,14,1.0,True
Nasal cannula,14,14,14,14,14,14,1.0,True
Zinc selenide,12,12,12,12,4,12,0.8,True
Pagoda,1,1,1,11,11,1,0.6,True
Endrin,4,4,4,8,4,4,0.8,True
Ectomycorrhiza,2,2,2,2,2,2,1.0,True
Vocal folds,2,2,2,14,14,2,0.6,True
Myokymia,14,14,14,14,14,14,1.0,True
Flowering Locus C,2,2,2,2,2,2,1.0,True
Float (project management),3,3,3,7,3,3,0.8,True
Chiral Lewis acid,4,4,4,4,4,4,1.0,True
Cystic kidney disease,14,14,14,14,14,14,1.0,True
Sucrose-phosphate synthase,2,2,2,2,14,2,0.8,True
Dental implant,14,14,14,14,14,14,1.0,True
Lactobacillus sakei,2,2,2,2,2,2,1.0,True
Staphylococcal scalded skin syndrome,14,14,14,14,14,14,1.0,True
Investment protection,3,3,6,6,6,6,0.6,True
Fuze,7,7,7,7,7,7,1.0,True
Cytometry,2,2,2,2,14,2,0.8,True
Crambidae,2,2,2,2,2,2,1.0,True
Cultural rights,17,17,19,17,17,17,0.8,True
Quinidine,14,14,14,14,14,14,1.0,True
Arrow,1,1,7,13,16,1,0.4,True
Canine parvovirus,2,14,14,2,14,14,0.6,True
Metacestode,2,2,2,2,2,2,1.0,True
Azotobacter chroococcum,2,2,2,2,2,2,1.0,True
Isoprostane,4,14,14,14,14,14,0.8,True
Trypsin,2,2,2,2,14,2,0.8,True
Immediacy,15,15,15,19,18,15,0.6,True
Spontaneous conception,14,2,2,14,14,14,0.6,True
Chromic acid,4,4,4,4,4,4,1.0,True
Neuroendocrine differentiation,14,2,14,14,14,14,0.8,True
Perspective-taking,18,18,18,18,18,18,1.0,True
Patent office,3,17,3,7,17,3,0.4,True
Atrophic gastritis,14,14,14,14,14,14,1.0,True
Bulgarian,9,11,11,11,11,11,0.8,True
Spectrophotometry,4,4,4,4,16,4,0.8,True
Products of conception,14,14,14,14,14,14,1.0,True
Skin care,14,14,14,14,14,14,1.0,True
Fractional excretion of sodium,14,14,14,14,14,14,1.0,True
Surprise,18,18,18,18,18,18,1.0,True
Indumentum,2,2,2,2,2,2,1.0,True
Nursing management,14,14,14,14,14,14,1.0,True
Clematis,2,2,2,2,2,2,1.0,True
Fournier gangrene,14,14,14,14,14,14,1.0,True
Vault (architecture),7,1,7,7,7,7,0.8,True
House call,14,14,14,14,14,14,1.0,True
Etravirine,14,14,14,14,14,14,1.0,True
Stabiliser,4,7,7,7,7,7,0.8,True
Posterior cruciate ligament,14,14,14,14,14,14,1.0,True
Wind resource assessment,8,8,8,7,7,8,0.6,True
Priapism,14,14,14,14,14,14,1.0,True
Backpack,7,7,12,7,7,7,0.8,True
Backslash,5,5,5,5,5,5,1.0,True
Averrhoa carambola,2,2,2,2,2,2,1.0,True
Antimony oxide,4,4,4,4,4,4,1.0,True
Unified theory of acceptance and use of technology,3,18,18,19,18,18,0.6,True
Sisomicin,14,14,14,14,14,14,1.0,True
Indoor residual spraying,14,14,8,14,14,14,0.8,True
Doppler echocardiography,14,14,14,14,14,14,1.0,True
Nitrogen laser,16,16,16,16,16,16,1.0,True
APACHE II,14,14,14,14,14,14,1.0,True
Biceps femoris muscle,2,2,2,2,14,2,0.8,True
Magnesium nitrate,4,4,4,4,4,4,1.0,True
Job embeddedness,3,3,18,18,18,18,0.6,True
Macular edema,14,14,14,14,14,14,1.0,True
Selenate,4,4,4,4,4,4,1.0,True
Pyriproxyfen,4,4,4,4,4,4,1.0,True
Sculpin,2,2,2,2,2,2,1.0,True
Soft tissue injury,14,14,14,14,14,14,1.0,True
Levansucrase,2,2,2,2,4,2,0.8,True
Coeliac disease,14,14,14,14,14,14,1.0,True
Deoxyribonucleotide,2,2,2,2,4,2,0.8,True
Hydrazone,4,4,4,4,4,4,1.0,True
Cascade impactor,7,7,7,7,7,7,1.0,True
Right bundle branch block,14,14,14,14,14,14,1.0,True
Tunica albuginea (penis),14,14,14,14,14,14,1.0,True
Complications of hypertension,14,14,14,14,14,14,1.0,False
LASIK,14,14,14,14,14,14,1.0,True
Topological entropy,13,13,13,13,13,13,1.0,True
Echoencephalography,14,14,14,14,14,14,1.0,True
Vinorelbine,14,14,14,14,14,14,1.0,True
Coated urea,4,4,4,4,4,4,1.0,True
Teleostei,2,2,2,2,2,2,1.0,True
Pancreatic hormone,14,2,14,2,14,14,0.6,True
Balanites aegyptiaca,2,2,2,2,2,2,1.0,True
Congenital melanocytic nevus,14,14,14,14,14,14,1.0,True
Corticosterone,2,2,2,2,14,2,0.8,True
Nebulizer,14,14,14,14,14,14,1.0,True
Bladder cancer,14,14,14,14,14,14,1.0,True
Allyl chloride,4,4,4,4,4,4,1.0,True
Thorotrast,14,14,14,14,14,14,1.0,True
Muonium,16,16,16,16,16,16,1.0,True
Artificial pancreas,14,14,14,14,14,14,1.0,True
Plasma cell leukemia,14,14,14,14,14,14,1.0,True
Cholecystitis,14,14,14,14,14,14,1.0,True
Enchytraeidae,2,2,2,2,2,2,1.0,True
Apanteles,2,2,2,2,2,2,1.0,True
Local adaptation,2,2,2,2,2,2,1.0,True
Steering wheel,7,7,7,7,7,7,1.0,True
Poa annua,2,2,2,2,2,2,1.0,True
Stokes problem,13,13,16,13,16,13,0.6,True
Mononegavirales,2,2,2,2,2,2,1.0,True
Cnaphalocrocis medinalis,2,2,2,2,2,2,1.0,True
Sequencing batch reactor,8,7,8,8,7,8,0.6,True
Migratory locust,2,2,2,2,2,2,1.0,True
Trigeminal neuralgia,14,14,14,14,14,14,1.0,True
Baltic Shield,10,10,10,10,10,10,1.0,True
Calcium channel blocker,14,14,14,14,14,14,1.0,True
Gastrointestinal perforation,14,14,14,14,14,14,1.0,True
Chalazion (fungus),2,2,2,14,14,2,0.6,True
Mass gathering,19,19,19,19,19,19,1.0,True
Pseudohypoparathyroidism,14,14,14,14,14,14,1.0,True
Nano-,12,12,12,12,16,12,0.8,True
Neurotoxin,2,2,14,14,14,14,0.6,True
Ethyl carbamate,4,4,4,4,4,4,1.0,True
Hospital medicine,14,14,14,14,14,14,1.0,True
Insult,19,19,19,19,19,19,1.0,True
Surface charge,16,16,16,16,16,16,1.0,True
Comet assay,2,2,14,2,14,2,0.6,True
Triethylsilane,4,4,4,4,4,4,1.0,True
Actinomyces israelii,14,2,2,2,14,2,0.6,True
Epichloë,2,2,2,2,2,2,1.0,True
Twenty-First Century,11,11,11,11,11,11,1.0,True
Royalist,11,17,17,17,17,17,0.8,True
Alachlor,4,4,4,4,4,4,1.0,True
Appendicular skeleton,2,2,2,2,14,2,0.8,True
Portal venous system,14,14,14,14,14,14,1.0,True
PER1,2,2,2,2,14,2,0.8,True
Cyclin E1,2,2,2,2,14,2,0.8,True
German model,6,6,6,6,17,6,0.8,True
Vortex state,16,16,16,16,16,16,1.0,True
Hot atom,4,4,16,16,16,16,0.6,True
Hydrochlorothiazide,14,14,14,14,14,14,1.0,True
Mevalonic acid,4,4,4,4,4,4,1.0,True
Pseudo amino acid composition,2,2,2,2,4,2,0.8,True
Quinoxaline,4,4,4,4,4,4,1.0,True
Missiology,19,19,19,19,11,19,0.8,True
Uncanny,18,18,18,18,18,18,1.0,True
Marine spatial planning,8,8,8,8,8,8,1.0,True
Bcl-2-associated X protein,2,2,2,2,14,2,0.8,True
Basic law,17,17,17,17,17,17,1.0,True
Animism,15,15,15,15,15,15,1.0,True
Subtitle,1,1,1,1,11,1,0.8,True
Vertebral osteomyelitis,14,14,14,14,14,14,1.0,True
Electron cooling,16,16,16,16,16,16,1.0,True
Olivine,10,10,10,10,10,10,1.0,True
Urea,4,4,4,4,4,4,1.0,True
MATLAB,5,5,5,5,5,5,1.0,True
Single-core,5,5,5,5,5,5,1.0,True
Trisomy 8,14,14,14,14,14,14,1.0,True
Anisometropia,14,14,14,14,14,14,1.0,True
Rectal prolapse,14,14,14,14,14,14,1.0,True
Steviol,4,4,4,4,4,4,1.0,True
Cytopenia,14,14,14,14,14,14,1.0,True
Satureja,2,2,2,2,2,2,1.0,True
Core model,13,5,13,13,13,13,0.8,True
Primary biliary cirrhosis,14,14,14,14,14,14,1.0,True
Rowing,11,8,11,16,11,11,0.6,True
Oligoarthritis,14,14,14,14,14,14,1.0,True
Speech translation,5,5,5,5,5,5,1.0,True
Agricultural biotechnology,2,2,2,2,2,2,1.0,True
Constructed wetland,8,8,8,8,8,8,1.0,True
Imogolite,12,12,12,10,10,12,0.6,True
Virtual keyboard,5,5,5,5,5,5,1.0,True
Assay sensitivity,14,14,14,14,14,14,1.0,True
Interprofessional education,14,14,14,14,14,14,1.0,True
Patella,14,14,2,14,14,14,0.8,True
Two-sided market,6,6,6,6,6,6,1.0,True
Pressure support ventilation,14,14,14,14,14,14,1.0,True
Frontal eye fields,14,2,14,14,14,14,0.8,True
Foraminifera,2,2,2,2,2,2,1.0,True
Streptococcus gordonii,2,2,2,2,2,2,1.0,True
Computational thinking,5,5,5,5,5,5,1.0,True
Glomerulonephritis,14,14,14,14,14,14,1.0,True
Cytokinin,2,2,2,2,2,2,1.0,True
Bursary,6,3,3,6,6,6,0.6,True
Cell damage,2,2,2,2,14,2,0.8,True
Labor mobility,6,6,6,6,6,6,1.0,True
Sapropel,10,10,10,10,10,10,1.0,True
Bibliotherapy,18,18,18,18,18,18,1.0,True
Vulvar cancer,14,14,14,14,14,14,1.0,True
Tetrachloroethylene,4,4,4,4,4,4,1.0,True
Gracilis muscle,14,14,14,2,14,14,0.8,True
Disconnection,18,19,19,19,19,19,0.8,True
Deep eutectic solvent,4,4,4,4,4,4,1.0,True
Renal papilla,14,14,14,14,14,14,1.0,True
Methylprednisolone,14,14,14,14,14,14,1.0,True
Call Admission Control,5,5,5,5,7,5,0.8,True
Chemical compound,4,4,4,4,4,4,1.0,True
De Haas–van Alphen effect,16,16,16,16,16,16,1.0,True
Cereus,2,2,2,2,2,2,1.0,True
Methylmercury,4,4,4,8,14,4,0.6,True
Methyllycaconitine,4,4,4,4,4,4,1.0,True
Nephrostomy,14,14,14,14,14,14,1.0,True
Mycobacterium,2,2,2,2,2,2,1.0,True
Habenula,2,2,2,14,14,2,0.6,True
Diazomethane,4,4,4,4,4,4,1.0,True
Expressive Suppression,18,18,18,18,18,18,1.0,True
Dispase,2,2,2,2,14,2,0.8,True
Phenoxazine,4,4,4,4,4,4,1.0,True
Oseltamivir,14,14,14,14,14,14,1.0,True
Latvian,9,11,9,11,11,11,0.6,True
Neuromodulation,14,14,14,14,14,14,1.0,True
Spinal fusion,14,14,14,14,14,14,1.0,True
Scarabaeinae,2,2,2,2,2,2,1.0,True
Ilmenite,10,10,10,10,10,10,1.0,True
Hyaluronidase,14,2,14,14,14,14,0.8,True
Vegetation Index,8,8,8,8,8,8,1.0,True
Filarioidea,2,2,2,2,2,2,1.0,True
Valleytronics,16,16,16,16,16,16,1.0,True
Methamphetamine,14,4,4,4,14,4,0.6,True
Antique,1,11,11,11,11,11,0.8,True
Ifenprodil,14,14,14,14,14,14,1.0,True
Mesna,14,14,14,14,14,14,1.0,True
Azalea,2,2,2,2,2,2,1.0,True
Ethyl hexanoate,4,4,4,4,4,4,1.0,True
Cyclobutane,4,4,4,4,4,4,1.0,True
Junctional epidermolysis bullosa (veterinary medicine),14,14,14,14,14,14,1.0,True
Insulin-like growth factor-binding protein,2,2,14,2,14,2,0.6,True
Service (business),3,3,3,3,3,3,1.0,True
Sex offender,19,19,19,19,18,19,0.8,True
Terephthaloyl chloride,4,4,4,4,4,4,1.0,True
Hybrid III,7,7,7,7,7,7,1.0,True
Leak,7,8,7,7,5,7,0.6,True
Ring (chemistry),4,4,4,4,4,4,1.0,True
Informetrics,5,5,5,5,5,5,1.0,True
Sentence processing,18,18,18,18,18,18,1.0,True
Heart murmur,14,14,14,14,14,14,1.0,True
Mediastinal lymph node,14,14,14,14,14,14,1.0,True
Flux tube,16,16,16,16,16,16,1.0,True
Active steering,7,7,7,7,7,7,1.0,True
Granzyme B,2,2,2,14,14,2,0.6,True
Pinus brutia,2,2,2,2,2,2,1.0,True
Anti-dsDNA antibodies,14,14,14,14,14,14,1.0,True
Pluvial,10,9,9,10,10,10,0.6,True
Occupational cancer,14,14,14,14,14,14,1.0,True
Aquation,4,4,4,4,4,4,1.0,True
Pseudomonas syringae,2,2,2,2,2,2,1.0,True
Fibroblast,2,2,2,2,14,2,0.8,True
Ponatinib,14,14,14,14,14,14,1.0,True
Methylobacterium,2,2,2,2,2,2,1.0,True
Diaphragmatic rupture,14,14,14,14,14,14,1.0,True
Direct Payments,6,6,6,6,6,6,1.0,True
Piriform cortex,2,2,2,14,14,2,0.6,True
Direction finding,7,7,7,7,7,7,1.0,True
Cutting tool,7,7,7,7,7,7,1.0,True
Portulaca,2,2,2,2,2,2,1.0,True
TRPC3,2,2,2,2,14,2,0.8,True
Mycoplasma hyopneumoniae,2,2,2,2,2,2,1.0,True
Micromodel,7,12,7,7,7,7,0.8,True
Danio,2,2,2,2,2,2,1.0,True
Protocol (science),2,3,14,2,5,2,0.4,True
Coke,4,12,3,3,3,3,0.6,True
Industrial symbiosis,8,8,8,8,8,8,1.0,True
Periodontitis,14,14,14,14,14,14,1.0,True
Anterior nares,14,14,14,14,14,14,1.0,True
High endothelial venules,14,14,14,14,14,14,1.0,True
Unilateral hearing loss,14,14,14,14,14,14,1.0,True
Arsenic trioxide,4,4,4,4,4,4,1.0,True
Vernacular,19,19,19,19,11,19,0.8,True
Radiosurgery,14,14,14,14,14,14,1.0,True
Windshield,7,7,7,7,7,7,1.0,True
Reperfusion therapy,14,14,14,14,14,14,1.0,True
Tuta absoluta,2,2,2,2,2,2,1.0,True
Orthoester,4,4,4,4,4,4,1.0,True
Cognitive grammar,18,18,18,18,18,18,1.0,True
Intermittency,16,6,16,16,16,16,0.8,True
Exponent,13,13,13,13,13,13,1.0,True
Gluconic acid,4,4,4,4,4,4,1.0,True
Transformation processes,3,8,3,7,7,3,0.4,True
Leader development,3,18,18,18,18,18,0.8,True
Government bond,6,6,6,6,6,6,1.0,True
Silicon-germanium,12,12,12,12,12,12,1.0,True
